Question Number,Initials,Email,Location,Duration,Format,Questioner,Question Type,Difficulty,Asked At,Question Date,Question Time,Question Half Hour,Question Weekday,Added At (GMT),Tags,Site,Account,Question,Answer
17060,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,1 - Directional,"",2012-07-06 12:44:00 PM,2012-07-06,12:44:00 PM,12:30:00 PM,Friday,2012-07-06 19:44:59 GMT,hold_request,King Library Reference,King Reference,Can you reserve a book for me?,"Patron did not have a student ID or a San Jose library card yet, so couldn't put a hold on it for him."
17061,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,1 - Directional,"",2012-07-06 12:51:00 PM,2012-07-06,12:51:00 PM,01:00:00 PM,Friday,2012-07-06 19:51:09 GMT,phone_number_lookup,King Library Reference,King Reference,Can you give me the phone number for the San Jose Chamber of Commerce? And the address?,""
17062,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJSU Staff,1 - Directional,"",2012-07-06 12:55:00 PM,2012-07-06,12:55:00 PM,01:00:00 PM,Friday,2012-07-06 19:55:43 GMT,student,King Library Reference,King Reference,"I need to get a Tower card, and I want to check out a laptop. Who do I talk to?","Bursar's office for the Tower card, and Student Computing Services for the laptop checkout - I gave the patron the phone numbers for both. :)"
17063,de,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 12:56:00 PM,2012-07-06,12:56:00 PM,01:00:00 PM,Friday,2012-07-06 19:56:56 GMT,"",King Library Reference,King Reference,"Art, Renaissance - circulating books",""
17064,de,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 12:57:00 PM,2012-07-06,12:57:00 PM,01:00:00 PM,Friday,2012-07-06 19:57:24 GMT,"",King Library Reference,King Reference,Change machine,""
17065,KH,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,1 - Directional,"",2012-07-06 01:03:00 PM,2012-07-06,01:03:00 PM,01:00:00 PM,Friday,2012-07-06 20:03:55 GMT,unemployment,King Library Reference,King Reference,I need to contact the EDD about missing unemployment checks.,Found phone numbers that the patron could call to check on his check status and to talk to a representative about it.
17066,cmi,kinglibraryreference@gmail.com,2nd Floor,16-30 minutes,In-Person,SJSU Librarian,3 - Simple Strategy (Reference),"",2012-07-06 01:11:00 PM,2012-07-06,01:11:00 PM,01:00:00 PM,Friday,2012-07-06 20:11:15 GMT,"",King Library Reference,King Reference,How do I find scholarly and magazine articles on MRSA?,"Showed how to use databases, printing, researching from home for sjpl patrons"
17067,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 01:12:00 PM,2012-07-06,01:12:00 PM,01:00:00 PM,Friday,2012-07-06 20:12:15 GMT,"",King Library Reference,King Reference,What are the extended hours for National Hispanic University students? Which floors are open after hours?,""
17072,LS,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-06 01:30:00 PM,2012-07-06,01:30:00 PM,01:30:00 PM,Friday,2012-07-06 21:10:52 GMT,floppy_disc,King Library Reference,King Reference,Can I borrow a disc?,""
17068,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 01:46:00 PM,2012-07-06,01:46:00 PM,02:00:00 PM,Friday,2012-07-06 20:46:44 GMT,"",King Library Reference,King Reference,How can I use the computers?,Directed him to obtain a San Jose Public Library card downstairs.
17069,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 01:47:00 PM,2012-07-06,01:47:00 PM,02:00:00 PM,Friday,2012-07-06 20:47:24 GMT,"",King Library Reference,King Reference,Looking for Music an Appreciation both the book and CDs of the same edition,""
17070,sat,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 01:58:00 PM,2012-07-06,01:58:00 PM,02:00:00 PM,Friday,2012-07-06 20:58:10 GMT,wireless,King Library Reference,King Reference,How do I use the Wifi?,""
17071,LS,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-06 02:08:00 PM,2012-07-06,02:08:00 PM,02:00:00 PM,Friday,2012-07-06 21:08:35 GMT,120pm,King Library Reference,King Reference,"I'm looking for a book called, Developmentally Appropriate Practice, by Carol Gestwicki.    I don't have a library card.   Can I check it out without a card?",You can apply for card on-line.  We will put the book on the hold shelf on the 1st Floor for you.
17073,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 02:13:00 PM,2012-07-06,02:13:00 PM,02:00:00 PM,Friday,2012-07-06 21:13:33 GMT,spelling,King Library Reference,King Reference,"",""
17074,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 02:13:00 PM,2012-07-06,02:13:00 PM,02:00:00 PM,Friday,2012-07-06 21:13:44 GMT,library_card,King Library Reference,King Reference,"",""
17075,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 02:14:00 PM,2012-07-06,02:14:00 PM,02:00:00 PM,Friday,2012-07-06 21:14:23 GMT,databases,King Library Reference,King Reference,"",""
17076,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 02:26:00 PM,2012-07-06,02:26:00 PM,02:30:00 PM,Friday,2012-07-06 21:26:01 GMT,RAC,King Library Reference,King Reference,"",""
17095,dhw,Diana.Wu@sjsu.edu,2nd Floor,31-45 minutes,In-Person,SJSU Librarian,4 - Complex Strategy (Reference),"",2012-07-06 02:36:00 PM,2012-07-06,02:36:00 PM,02:30:00 PM,Friday,2012-07-06 23:26:43 GMT,"",King Library Reference,King Reference,an actual designer report on details of product design process,searched Art fulltext and catalog but no answer; passed this Q to Ann agee who took over the shift.
17077,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 02:49:00 PM,2012-07-06,02:49:00 PM,03:00:00 PM,Friday,2012-07-06 21:49:22 GMT,printer,King Library Reference,King Reference,"",""
17078,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 02:49:00 PM,2012-07-06,02:49:00 PM,03:00:00 PM,Friday,2012-07-06 21:49:46 GMT,"",King Library Reference,King Reference,"",""
17079,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 02:53:00 PM,2012-07-06,02:53:00 PM,03:00:00 PM,Friday,2012-07-06 21:53:45 GMT,language collections,King Library Reference,King Reference,"",""
17080,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 02:54:00 PM,2012-07-06,02:54:00 PM,03:00:00 PM,Friday,2012-07-06 21:54:08 GMT,lost_and_found,King Library Reference,King Reference,"",""
17081,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:02:00 PM,2012-07-06,03:02:00 PM,03:00:00 PM,Friday,2012-07-06 22:02:14 GMT,email,King Library Reference,King Reference,"",""
17082,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:22:00 PM,2012-07-06,03:22:00 PM,03:30:00 PM,Friday,2012-07-06 22:22:30 GMT,"",King Library Reference,King Reference,"",""
17083,lt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 03:45:00 PM,2012-07-06,03:45:00 PM,03:30:00 PM,Friday,2012-07-06 22:45:13 GMT,"",King Library Reference,King Reference,I need a book entitled Neurobiology Boot Camp by William Kristan.,Staff found email for Prof. Kristan wkristan@ucsd.edu. I found that Prof. Kristan won UC San Diego Chancellor’s award for his course with the same name as the book the customer wanted. Not sure there is an actual book.
17084,aa,kinglibraryreference@gmail.com,2nd Floor,31-45 minutes,In-Person,SJPL Librarian,4 - Complex Strategy (Reference),"",2012-07-06 03:45:00 PM,2012-07-06,03:45:00 PM,03:30:00 PM,Friday,2012-07-06 22:45:25 GMT,"",King Library Reference,King Reference,Looking for work-related document written by a product designer,Books by designers; articles by designers
17085,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:45:00 PM,2012-07-06,03:45:00 PM,03:30:00 PM,Friday,2012-07-06 22:45:45 GMT,"",King Library Reference,King Reference,"",""
17086,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:45:00 PM,2012-07-06,03:45:00 PM,03:30:00 PM,Friday,2012-07-06 22:45:46 GMT,"",King Library Reference,King Reference,"",""
17087,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:45:00 PM,2012-07-06,03:45:00 PM,03:30:00 PM,Friday,2012-07-06 22:45:48 GMT,"",King Library Reference,King Reference,"",""
17088,lt,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 03:46:00 PM,2012-07-06,03:46:00 PM,04:00:00 PM,Friday,2012-07-06 22:46:20 GMT,"",King Library Reference,King Reference,Need several books,Found several
17089,lt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 03:46:00 PM,2012-07-06,03:46:00 PM,04:00:00 PM,Friday,2012-07-06 22:46:44 GMT,"",King Library Reference,King Reference,Need book about Homelessness,Found some
17090,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:50:00 PM,2012-07-06,03:50:00 PM,04:00:00 PM,Friday,2012-07-06 22:50:54 GMT,"",King Library Reference,King Reference,"",""
17091,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJSU Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 03:50:00 PM,2012-07-06,03:50:00 PM,04:00:00 PM,Friday,2012-07-06 22:50:58 GMT,"",King Library Reference,King Reference,"",""
17092,lt,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 03:53:00 PM,2012-07-06,03:53:00 PM,04:00:00 PM,Friday,2012-07-06 22:53:20 GMT,"",King Library Reference,King Reference,Want to request The Seven Questions of Timur,"Not currently available, but in Link+"
17093,de,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 04:20:00 PM,2012-07-06,04:20:00 PM,04:30:00 PM,Friday,2012-07-06 23:20:47 GMT,"",King Library Reference,King Reference,Printing needs,""
17094,aa,kinglibraryreference@gmail.com,2nd Floor,31-45 minutes,In-Person,SJPL Librarian,4 - Complex Strategy (Reference),"",2012-07-06 04:26:00 PM,2012-07-06,04:26:00 PM,04:30:00 PM,Friday,2012-07-06 23:26:26 GMT,"",King Library Reference,King Reference,Information on Somali refugees in the United States for a grant proposal,Books; AnthroSource; JSTOR
17096,dhw,Diana.Wu@sjsu.edu,In Office,31-45 minutes,"Virtual (Chat, Texting, Skype)",SJSU Librarian,4 - Complex Strategy (Reference),"",2012-07-06 04:27:00 PM,2012-07-06,04:27:00 PM,04:30:00 PM,Friday,2012-07-06 23:27:12 GMT,"",King Library Reference,King Reference,Has the library retained honors papers from the SJSU music department? If so where are they located? am researching contemporary music and am attempting to locate a composition that was documented in an honors paper.,OPAC
17097,de,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 04:28:00 PM,2012-07-06,04:28:00 PM,04:30:00 PM,Friday,2012-07-06 23:28:51 GMT,"",King Library Reference,King Reference,Printing,""
17098,de,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-06 04:34:00 PM,2012-07-06,04:34:00 PM,04:30:00 PM,Friday,2012-07-06 23:34:25 GMT,"",King Library Reference,King Reference,Catalog,""
17099,de,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 04:40:00 PM,2012-07-06,04:40:00 PM,04:30:00 PM,Friday,2012-07-06 23:40:10 GMT,"",King Library Reference,King Reference,Time extension,""
17100,de,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Librarian,4 - Complex Strategy (Reference),"",2012-07-06 05:09:00 PM,2012-07-06,05:09:00 PM,05:00:00 PM,Friday,2012-07-07 0:09:37 GMT,"",King Library Reference,King Reference,Dick Proenneke Diaries,""
17101,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-06 05:25:00 PM,2012-07-06,05:25:00 PM,05:30:00 PM,Friday,2012-07-07 0:25:34 GMT,Computer,King Library Reference,King Reference,"",""
17102,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 05:30:00 PM,2012-07-06,05:30:00 PM,05:30:00 PM,Friday,2012-07-07 0:30:48 GMT,job search,King Library Reference,King Reference,"",""
17103,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 05:36:00 PM,2012-07-06,05:36:00 PM,05:30:00 PM,Friday,2012-07-07 0:36:11 GMT,printing,King Library Reference,King Reference,"",""
17104,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 05:48:00 PM,2012-07-06,05:48:00 PM,06:00:00 PM,Friday,2012-07-07 0:48:03 GMT,print,King Library Reference,King Reference,"",""
17105,aw,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-06 05:48:00 PM,2012-07-06,05:48:00 PM,06:00:00 PM,Friday,2012-07-07 0:48:11 GMT,printcard,King Library Reference,King Reference,"",""
17106,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 09:28:00 AM,2012-07-07,09:28:00 AM,09:30:00 AM,Saturday,2012-07-07 16:28:55 GMT,database,King Library Reference,King Reference,how to access databases,customer can use any computer
17107,bv,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 09:30:00 AM,2012-07-07,09:30:00 AM,09:30:00 AM,Saturday,2012-07-07 16:30:24 GMT,login library_card,King Library Reference,King Reference,can't log in with lib card at pc,checked card. it was expired. sent customer to 1st floor
17108,RR,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Staff,1 - Directional,"",2012-07-07 09:31:00 AM,2012-07-07,09:31:00 AM,09:30:00 AM,Saturday,2012-07-07 16:31:01 GMT,"",King Library Reference,King Reference,Is Miley Cyrus Pregnant?,""
17109,RR,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2012-07-07 09:31:00 AM,2012-07-07,09:31:00 AM,09:30:00 AM,Saturday,2012-07-07 16:31:16 GMT,"",King Library Reference,King Reference,Study Room,""
17110,RR,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Staff,1 - Directional,"",2012-07-07 10:00:00 AM,2012-07-07,10:00:00 AM,10:00:00 AM,Saturday,2012-07-07 17:01:00 GMT,"",King Library Reference,King Reference,Is Berryessa Library open today?,""
17111,lb,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-07 10:34:00 AM,2012-07-07,10:34:00 AM,10:30:00 AM,Saturday,2012-07-07 17:34:51 GMT,reference,King Library Reference,King Reference,library assignment: book on animal welfare  WV College student,""
17112,lb,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-07 10:55:00 AM,2012-07-07,10:55:00 AM,11:00:00 AM,Saturday,2012-07-07 17:55:37 GMT,ILLiad,King Library Reference,King Reference,ILL request,took her through steps including search on WorldCat
17113,lb,kinglibraryreference@gmail.com,2nd Floor,6-15 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-07 10:56:00 AM,2012-07-07,10:56:00 AM,11:00:00 AM,Saturday,2012-07-07 17:56:07 GMT,california_room,King Library Reference,King Reference,Old house (San Jose) blueprints,Refer to California Room
17114,lb,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 10:57:00 AM,2012-07-07,10:57:00 AM,11:00:00 AM,Saturday,2012-07-07 17:57:33 GMT,parking,King Library Reference,King Reference,parking validation?,no
17115,CN,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 11:01:00 AM,2012-07-07,11:01:00 AM,11:00:00 AM,Saturday,2012-07-07 18:01:06 GMT,extension,King Library Reference,King Reference,"",""
17116,CN,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 11:18:00 AM,2012-07-07,11:18:00 AM,11:30:00 AM,Saturday,2012-07-07 18:18:53 GMT,headphones,King Library Reference,King Reference,"",""
17603,AJB,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 11:24:00 AM,2012-07-07,11:24:00 AM,11:30:00 AM,Saturday,2012-07-12 23:40:50 GMT,sjpl branch Computer public,King Library Reference,King Reference,How to get to the Almaden SJPL branch? and how to sign up for a computer?,"provided a map and directiosn for the Almaden branch, and showed how to long in or reserve a computer"
17117,CN,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-07 11:31:00 AM,2012-07-07,11:31:00 AM,11:30:00 AM,Saturday,2012-07-07 18:31:34 GMT,library_card,King Library Reference,King Reference,"",""
17118,CN,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 11:32:00 AM,2012-07-07,11:32:00 AM,11:30:00 AM,Saturday,2012-07-07 18:32:53 GMT,extension,King Library Reference,King Reference,"",""
17119,AJB,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 11:32:00 AM,2012-07-07,11:32:00 AM,11:30:00 AM,Saturday,2012-07-07 18:50:11 GMT,extension public directional,King Library Reference,King Reference,extension,provided
17120,mty,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 12:12:00 PM,2012-07-07,12:12:00 PM,12:00:00 PM,Saturday,2012-07-07 19:12:52 GMT,"",King Library Reference,King Reference,"",""
17121,mty,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 12:14:00 PM,2012-07-07,12:14:00 PM,12:00:00 PM,Saturday,2012-07-07 19:14:10 GMT,"",King Library Reference,King Reference,"",""
17122,mr,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,Phone (Remote),SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-07 12:14:00 PM,2012-07-07,12:14:00 PM,12:00:00 PM,Saturday,2012-07-07 19:14:32 GMT,"",King Library Reference,King Reference,percentage of people in the US reading for truth and knowledge,found studies about literacy rates and percentage of people reading for pleasure. 
17123,mr,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,3 - Simple Strategy (Reference),"",2012-07-07 12:28:00 PM,2012-07-07,12:28:00 PM,12:30:00 PM,Saturday,2012-07-07 19:28:52 GMT,"",King Library Reference,King Reference,looking for a copy of a short story by Melville. ,have electronic version. also in a collection of short stories on 3rd floor
17124,mty,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 12:36:00 PM,2012-07-07,12:36:00 PM,12:30:00 PM,Saturday,2012-07-07 19:36:49 GMT,"",King Library Reference,King Reference,"",""
17125,mr,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 12:37:00 PM,2012-07-07,12:37:00 PM,12:30:00 PM,Saturday,2012-07-07 19:37:33 GMT,extension,King Library Reference,King Reference,second extension,no
17126,mr,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 12:38:00 PM,2012-07-07,12:38:00 PM,12:30:00 PM,Saturday,2012-07-07 19:38:11 GMT,RAC,King Library Reference,King Reference,how to sign on to our computers,""
17127,mty,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 12:44:00 PM,2012-07-07,12:44:00 PM,12:30:00 PM,Saturday,2012-07-07 19:44:27 GMT,"",King Library Reference,King Reference,"",""
17128,mr,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Wireless,"",2012-07-07 12:45:00 PM,2012-07-07,12:45:00 PM,12:30:00 PM,Saturday,2012-07-07 19:45:26 GMT,wireless,King Library Reference,King Reference,cant sign on to wireless with unknown type of e reader tablet,""
17129,mty,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,1 - Directional,"",2012-07-07 12:52:00 PM,2012-07-07,12:52:00 PM,01:00:00 PM,Saturday,2012-07-07 19:52:03 GMT,"",King Library Reference,King Reference,"",""
17130,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,1 - Directional,"",2012-07-07 01:54:00 PM,2012-07-07,01:54:00 PM,02:00:00 PM,Saturday,2012-07-07 20:54:03 GMT,"",King Library Reference,King Reference,"",""
17131,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 01:54:00 PM,2012-07-07,01:54:00 PM,02:00:00 PM,Saturday,2012-07-07 20:54:05 GMT,"",King Library Reference,King Reference,"",""
17132,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 01:54:00 PM,2012-07-07,01:54:00 PM,02:00:00 PM,Saturday,2012-07-07 20:54:06 GMT,"",King Library Reference,King Reference,"",""
17133,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Printing,"",2012-07-07 01:54:00 PM,2012-07-07,01:54:00 PM,02:00:00 PM,Saturday,2012-07-07 20:54:09 GMT,"",King Library Reference,King Reference,"",""
17134,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Printing,"",2012-07-07 01:54:00 PM,2012-07-07,01:54:00 PM,02:00:00 PM,Saturday,2012-07-07 20:54:10 GMT,"",King Library Reference,King Reference,"",""
17135,HL,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Wireless,"",2012-07-07 01:54:00 PM,2012-07-07,01:54:00 PM,02:00:00 PM,Saturday,2012-07-07 20:54:13 GMT,"",King Library Reference,King Reference,"",""
17136,lb,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:36:00 PM,2012-07-07,02:36:00 PM,02:30:00 PM,Saturday,2012-07-07 21:36:14 GMT,"",King Library Reference,King Reference,extension,""
17137,RD,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:53:00 PM,2012-07-07,02:53:00 PM,03:00:00 PM,Saturday,2012-07-07 21:53:33 GMT,"",King Library Reference,King Reference,Can you help me out on my computer?,"Yes, you must put the CAPTCHA words in no spaces"
17138,RD,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:53:00 PM,2012-07-07,02:53:00 PM,03:00:00 PM,Saturday,2012-07-07 21:53:39 GMT,"",King Library Reference,King Reference,Can I get more time?,Yes you may!
17139,RD,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:54:00 PM,2012-07-07,02:54:00 PM,03:00:00 PM,Saturday,2012-07-07 21:54:08 GMT,"",King Library Reference,King Reference,Can you help me find my keys?,"Must contact the lost in found on the first floor, we do not have it here on 2nd floor lost and found"
17140,RD,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:54:00 PM,2012-07-07,02:54:00 PM,03:00:00 PM,Saturday,2012-07-07 21:54:28 GMT,"",King Library Reference,King Reference,"My card is not working, I cannot access WiFi",You will have to go to accounts!
17141,RD,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:54:00 PM,2012-07-07,02:54:00 PM,03:00:00 PM,Saturday,2012-07-07 21:54:56 GMT,"",King Library Reference,King Reference,Can you check my account statues,No all account statues must be done downstairs.
17142,RD,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Staff,2 - Technical (Equipment &amp; Basic OPAC),"",2012-07-07 02:55:00 PM,2012-07-07,02:55:00 PM,03:00:00 PM,Saturday,2012-07-07 21:55:05 GMT,student,King Library Reference,King Reference,Can you help me find a book?,Yes found!
17143,mty,kinglibraryreference@gmail.com,2nd Floor,0-5 minutes,In-Person,SJPL Librarian,3 - Simple Strategy (Reference),"",2012-07-07 03:08:00 PM,2012-07-07,03:08:00 PM,03:00:00 PM,Saturday,2012-07-07 22:08:24 GMT,"",King Library Reference,King Reference,"",""
